,time,frame,person_id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
2044,2022-11-10 13:41:47.194602,236,2,556.5,259.56,560.34,256.28,553.98,256.39,566.68,259.73,551.48,259.66,575.2,281.95,548.44,282.32,595.93,299.94,537.72,301.54,573.55,310.91,545.99,314.93,569.12,333.77,551.23,331.91,569.99,372.94,545.2,372.22,568.44,414.18,537.67,411.45
2054,2022-11-10 13:42:07.764611,237,2,559.37,262.94,563.11,259.81,557.2,259.84,569.62,263.48,554.92,263.68,578.2,285.52,550.99,286.51,598.37,303.87,541.45,304.31,575.5,314.17,548.83,318.16,571.41,336.26,553.71,335.9,572.63,375.19,548.06,375.82,571.67,416.39,540.25,416.52
2064,2022-11-10 13:42:31.416031,238,2,561.02,262.71,564.92,260,558.85,259.57,572.09,263.61,556.69,263.31,580.28,284.7,552.68,285.33,599.35,303.75,543.17,304.31,577.81,314.48,550.32,317.97,574.38,336.07,555.33,336.35,574,374.49,549.57,375.81,573.39,415.72,541.21,415.51
2073,2022-11-10 13:42:54.848008,239,2,562.58,264.17,566.3,260.75,560.33,260.85,573.35,264.32,557.96,264.44,581.77,285.55,554.63,286.62,601.49,305.08,545.27,304.7,579.07,314.97,551.51,317.98,575.56,339.07,556.51,338.47,576.56,377.66,550.26,376.44,574.85,419.08,543.27,416.72
2083,2022-11-10 13:43:17.218406,240,2,566.34,266.72,570.24,263.69,564.01,263.88,576.69,267.3,561.63,267.62,585.68,288.64,556.78,289.5,604.63,308.13,549.04,309.22,582.55,319.62,556.13,321.5,578.36,341.86,560.27,341.31,579.66,378.38,554.78,379.61,578.29,420.44,545.99,420.52
2093,2022-11-10 13:43:35.393293,241,2,566.46,266.42,570.4,263.34,564.28,263.43,577.45,267.19,0,0,585.5,288.59,557.73,288.9,604,307.33,548.95,308.67,582.73,319.3,555.7,320.69,578.52,341.21,560.56,341.19,579.38,378.18,554.74,378.35,577.89,419.87,545.89,419.52
2103,2022-11-10 13:43:54.744322,242,2,564.81,267.29,568.94,264.13,562.57,264.06,575.94,267.86,560.08,267.78,583.75,289.61,555.92,289.5,603.05,308.2,547.69,309.67,581.72,319.74,554.89,321.12,576.99,343.04,558.9,342.47,577.72,381.17,552.69,380.48,576.21,421.99,544.7,420.59
2112,2022-11-10 13:44:14.973809,243,2,563.78,270.12,567.87,266.97,561.62,266.91,575.07,270.65,0,0,583.36,292.12,554.58,292.77,602.87,310.64,546.49,312.47,580.61,320.84,553.34,324.39,576.15,345.91,557.54,345.15,576.67,383.8,550.91,383.22,575.61,423.34,544.37,422.66
2122,2022-11-10 13:44:35.185519,244,2,562.38,269.2,566.46,266.1,560.32,266.25,573.6,269.68,0,0,581.33,290.77,553.68,291.79,601.16,310.49,545.84,311.57,579.38,321.14,552.4,324.73,574.73,344.29,556.02,344.26,575.28,382.4,549.73,382.76,574.09,423.84,542.09,422.35
2133,2022-11-10 13:44:55.347204,245,2,559.76,269.69,563.76,266.73,557.59,266.77,571.09,270.47,0,0,579.46,292.04,551,291.88,599.35,311.43,542.18,311.93,576.89,321.91,550.3,324.9,571.56,344.2,553.86,343.66,572.69,383.44,548.34,382.68,571.54,424.9,540.11,423.45
2143,2022-11-10 13:45:15.682396,246,2,558.14,271.18,561.98,268.01,555.68,268.08,568.89,271.34,553.41,271.92,576.85,293,549.32,293.83,596.99,311.88,540.13,313.71,574.12,322.74,547.26,325.62,570.82,345.45,552.42,344.99,571.38,383.9,546.5,383.91,569.43,425.67,538.46,425.12
2152,2022-11-10 13:45:37.082820,247,2,556.49,271.26,560.23,268.08,554.16,268.24,567.29,271.07,551.64,271.45,575.38,293.18,548.06,293.32,595.2,311.29,538.68,313.47,571.93,322.46,545.37,325.6,568.85,345.79,550.89,345.43,569.92,384.08,544.59,383.76,568.91,424.28,537.53,424.09
2163,2022-11-10 13:46:00.794310,248,2,553.95,271.84,558.19,268.56,552.12,268.54,565.75,271.92,0,0,573.68,293.51,546.03,293.15,593.5,312.15,536.67,313.36,570.6,323.44,543.62,325.97,566.31,346.63,548.35,345.86,568.18,383.47,541.97,383.47,567.17,425.96,534.99,424.6
2175,2022-11-10 13:46:26.633658,249,2,553.37,274.08,557.33,270.85,551.38,271.07,564.75,274.41,0,0,573.19,296.07,545.49,296.21,592.88,315.18,536.35,315.9,571.55,325.68,543.99,328.16,565.76,346.13,548.57,345.98,567.15,384.57,542.35,384.58,566.91,427.53,535.19,426.95
2188,2022-11-10 13:46:52.510282,250,2,552.31,273.89,556.13,270.53,550.37,270.95,562.93,273.56,548.37,275.08,571.17,296.08,543.91,296.09,590.96,314.38,534.96,315.77,569.07,324.62,542.28,327.36,563.8,346.29,546.83,345.98,565.72,385.6,541.36,386.09,565.37,427.29,533.34,427.16
2200,2022-11-10 13:47:17.324550,251,2,549.02,274.33,553.16,270.98,546.81,271.24,560.32,273.95,0,0,568.43,295.31,540.76,296.75,586.8,314.56,531.7,316.48,567.04,326.8,539.44,329.87,561.21,346.77,543.87,346.5,563.22,384.57,538.99,386.1,562.15,427.57,530.1,427.5
2214,2022-11-10 13:47:40.920122,252,2,547.06,275.85,551.03,272.69,545.06,272.58,558.12,275.75,0,0,566.32,297.35,538.88,297.96,586.09,316.61,529.83,318.13,564.95,327.64,537.28,331.13,560.32,349.47,542.06,349.23,561.1,389.1,536.55,390.33,560.99,430.15,529.27,428.42
2226,2022-11-10 13:48:03.542268,253,2,546.58,276.49,550.61,273.32,544.58,273.26,557.76,276.83,0,0,566.08,297.77,538.46,298.56,585.85,316.77,529.91,318.38,564.61,327.88,537.29,331.61,560.31,350.75,541.76,350.88,561.12,389.72,536.37,391.67,560.81,430.55,528.94,429.34
2238,2022-11-10 13:48:26.166875,254,2,547.71,277.74,551.71,274.61,545.56,274.67,558.91,278.26,0,0,567.08,299.79,538.91,300.71,586.69,318.86,531.55,320.48,564.69,329.74,538.47,332.79,561.34,352.92,542.88,352.89,562.64,391.36,537.6,392.74,561.61,431.87,529.56,431.89
2251,2022-11-10 13:48:50.763878,255,2,548.89,278.61,552.84,275.38,546.3,275.75,560.4,278.65,0,0,568.03,300.21,540.47,300.91,587.51,318.9,532.1,320.67,566.44,330.24,539.28,333.34,561.82,352.12,543.98,352.38,563.52,390.57,538.62,392.05,562.39,432.51,530.61,432.09
2264,2022-11-10 13:49:15.638634,256,2,548.08,279.48,551.9,276.21,545.77,276.24,559.08,279.63,0,0,567.09,300.98,539.54,301.3,586.86,320.37,531.43,321.23,564.62,331.09,537.95,333.82,561.33,354.89,542.5,355.24,562.73,393.79,537.22,394.47,560.99,433.45,528.75,433.84
2277,2022-11-10 13:49:38.340170,257,2,544.32,279.72,548.26,276.6,542.24,276.37,555.35,280.05,540.02,279.81,563.43,300.99,535.75,301.43,583.6,319.74,526.94,320.97,561.43,331.43,535.01,334.06,558.55,352.2,539.23,352.53,558.58,391.33,533.33,392.73,557.8,431.79,525.53,432.35
2288,2022-11-10 13:50:02.110427,258,2,541.05,277.99,545.36,274.81,538.87,274.91,553.25,278.68,0,0,561.04,299.56,533.4,299.91,580.15,318.12,523.4,319.59,559.32,328.51,532.12,333.05,554.36,349.81,536.25,349.67,555.81,389.67,530.97,391.72,554.8,431.57,522.88,432.01
2300,2022-11-10 13:50:23.712526,259,2,542.34,277.66,546.05,274.8,540.14,274.84,553.38,278.75,0,0,561.17,300.1,533.94,300.49,580.9,318.14,524.33,319.77,560.17,328.85,532.34,332.74,555.09,351.02,537.4,350.67,557.08,392.2,531.76,392.96,555.6,432.1,523.78,431.96
2311,2022-11-10 13:50:44.023354,260,2,543.81,277.4,548.12,274.18,541.78,274.19,555.56,277.76,0,0,564.25,298.38,535.92,298.92,582.85,317.38,527.17,318.93,561.82,328.2,534.62,332.65,556.95,350.26,539.03,350.39,558.8,390.24,533.79,392.07,557.66,431.01,524.8,431.9
2325,2022-11-10 13:51:07.562809,261,2,544.11,276.27,548.21,273.41,542.04,273.09,555.68,277.04,0,0,564.45,297.58,536.08,298.62,583.18,316.66,527.13,317.99,562.05,327.82,534.52,331.84,557.6,349.82,539.12,350.04,558.18,390.38,533.47,391.64,557.33,430.61,524.99,430.07
2336,2022-11-10 13:51:32.049990,262,2,542.79,274.88,546.68,271.72,540.49,271.95,553.65,274.97,538.13,274.97,562.24,295.62,534.37,297.22,581.73,314.99,524.56,316.88,560.19,327.28,532.69,330.97,555.69,345.02,537.43,345.28,556.08,386.76,532.1,387.39,555,428.65,523.37,427.84
2346,2022-11-10 13:51:55.463177,263,2,540.41,273.81,544.34,270.57,538.24,270.62,551.99,273.97,0,0,560.56,294.46,532.6,295.79,579.86,314.2,522.64,315.64,557.37,325.28,531.14,328.58,553.56,347.23,535.57,346.16,554.51,387.48,529.7,387.95,552.84,427.81,521.81,427.91
2356,2022-11-10 13:52:17.842178,264,2,538.99,274.7,542.87,271.38,537.09,271.72,550.22,274.57,0,0,559.03,295.94,531.1,296.22,578.12,314.7,521.15,316.48,556.75,325.83,529.41,329.11,551.62,347.06,533.98,346.61,552.42,388.31,527.62,387.96,551.08,429.22,520.17,427.85
2369,2022-11-10 13:52:42.405253,265,2,537.94,273.93,541.97,270.77,536.02,271.15,549.32,274.34,533.65,274.99,557.76,295.51,529.93,296.19,576.97,314.18,519.68,315.64,555.38,325.64,528.09,327.99,550.75,348.4,532.64,348.61,551.36,387.6,526.39,387.69,550.69,427.66,519,427.69
2380,2022-11-10 13:53:05.076266,266,2,537.75,274.32,541.6,271.19,535.89,271.52,548.86,274.6,0,0,557.3,295.68,529.98,296.3,576.54,314.64,519.88,315.52,554.86,325.73,527.73,328.2,550.45,347.84,532.99,347.58,551.4,387.38,526.71,388.11,550.4,428.5,518.85,428.31
2391,2022-11-10 13:53:28.735913,267,2,537,275.16,541.07,272,535.03,271.96,548.3,275.39,0,0,556.26,296.45,529.03,297.34,575.87,315.33,519.29,316.36,554.41,326.53,527.11,329.6,549.76,349.67,532.29,349.64,550.5,389.15,525.78,389.91,548.98,430.31,517.32,428.35
2404,2022-11-10 13:53:52.414323,268,2,534.3,272.97,538.23,269.7,531.92,269.79,544.9,272.84,529.79,273.45,553.02,293.63,525.28,295.14,573.08,312.32,515.87,314.14,550.94,324.16,523.25,327.03,546.04,346.14,528.25,345.78,547.42,386.49,522.5,386.86,546.03,426.83,514.37,426.08
2416,2022-11-10 13:54:16.994868,269,2,531.29,273.4,535.54,270.2,529.16,270.15,542.64,273.29,0,0,550.34,294.03,522.8,294.85,570.08,313.19,513.26,314.03,548.18,325.69,520.53,327.29,543.37,346.25,525.19,345.89,543.74,387.51,518.81,387.45,542.85,427.67,512.25,425.87
2428,2022-11-10 13:54:40.608229,270,2,528.07,274.58,532.14,271.32,526.29,271.39,539.59,274.79,0,0,547.77,295.41,519.69,296.3,566.94,314.6,509.87,315.56,546.71,327.26,516.89,328.97,540.14,345.91,522.33,345.72,540.89,386.66,517.2,387.42,539.52,429.21,508.39,427.9
2442,2022-11-10 13:55:06.352392,271,2,527.35,274.55,531.25,271.37,525.46,271.51,538.04,274.62,522.64,274.76,546.76,295.18,519.13,296.33,566.41,315.29,509.11,315.04,545.4,327.15,516.04,328.94,540.42,344.69,521.86,345.17,540.66,387.71,516.24,388.59,538.7,429.54,508.12,428.11
2457,2022-11-10 13:55:33.128218,272,2,526.51,275.03,530.69,271.9,524.41,271.89,538.06,275.74,521.55,274.77,546.38,296.15,518.08,297.38,565.57,315.67,507.67,316.84,544.46,327.07,515.98,330.71,539.5,344.23,521.27,344.73,539.34,386.4,515.61,387.19,537.95,429.69,507.44,428.54
2471,2022-11-10 13:55:57.798419,273,2,524.39,277.33,528.33,274.15,522.11,274.32,536.2,277.77,0,0,544.06,299,516.12,299.24,563.25,318.09,506.03,318.88,541.15,329.03,513.36,332.01,537.12,349.67,519.29,349.78,537.66,392.08,512.64,392.36,535.88,431.17,503.87,432.01
2485,2022-11-10 13:56:22.328936,274,2,520.17,277.27,524.42,274.26,517.85,274.18,531.85,277.79,0,0,539.81,298.31,511.49,298.84,559.34,317.81,502.15,318.66,536.73,329.87,508.17,332.07,532.4,349.65,514.58,349.51,533.43,389.97,508.51,391.94,532.11,431.91,500.21,431.35
2498,2022-11-10 13:56:47.013674,275,2,517.29,275.72,521.38,272.69,514.97,272.49,528.41,275.67,512.86,275.99,536.65,297.07,508.7,298.2,555.92,316.79,499.36,317.76,534.72,327.53,506.65,331.17,529.63,349.7,511.6,349.39,529.87,390.1,505.21,391.11,528.65,430.33,496.99,429.64
2510,2022-11-10 13:57:09.690757,276,2,515.73,277.95,519.74,274.76,513.55,274.82,527.13,278.08,0,0,535.15,299.29,507.13,299.84,554.36,318.33,498.44,319.82,533.21,329.73,505.38,332.64,529.04,351.63,510.45,351.85,528.81,392.7,504.12,393.06,527.34,432.9,495.8,432.62
2521,2022-11-10 13:57:32.260952,277,2,514.82,279.64,518.95,276.35,512.81,276.27,526.78,279.52,0,0,534.32,300.66,506.12,300.89,553.71,319.83,497.35,320.41,532.2,331.1,503.62,333.6,528.37,353.6,509.02,353.6,528.37,393.6,503.07,394.03,526.94,434.63,495.23,433.62
2532,2022-11-10 13:57:54.734262,278,2,516.18,280.39,520.06,277.27,513.61,277.2,527.12,280.4,0,0,535.07,301.08,507.2,301.46,554.93,319.82,498.04,321.06,533.79,332.46,504.39,333.54,528.73,354.23,509.34,354.37,529.09,394.07,503.8,394.42,528.05,435.2,496.66,433.7
2546,2022-11-10 13:58:17.185427,279,2,516.61,281.14,520.76,277.96,514.17,277.89,528.06,281.22,0,0,536.21,301.69,508.33,302.29,556.32,320.9,498.86,322.91,533.91,333.98,505.65,334.73,529.82,353.97,510.57,353.9,530.27,393.94,505.07,393.38,529.01,435.54,496.92,434.36
2559,2022-11-10 13:58:41.730893,280,2,516.4,279.44,520.31,276.16,514.04,276.17,527.61,279.5,0,0,535.63,300.57,507.82,300.66,555.47,319.16,498.57,320.38,533.5,331.23,505.1,333.64,529.05,352.53,510.4,352.66,529.46,392.2,504.49,392.6,528.19,433.85,496.5,432.93
2569,2022-11-10 13:59:03.255898,281,2,517.4,279.73,521.41,276.47,515.12,276.35,528.37,279.91,0,0,536.44,300.81,508.76,301.1,556.88,319.98,499.73,320.72,535.09,330.95,506.38,333.89,530.01,352.85,511.95,352.88,530.9,392.41,505.76,391.75,529.19,434.28,498.05,432.96
2580,2022-11-10 13:59:24.780588,282,2,516.65,280.89,520.73,277.63,514.38,277.58,528.37,280.73,0,0,536.05,301.58,508.28,301.65,556.32,320.94,499.15,321.46,533.8,332.79,505.87,334.45,529.51,354.1,510.93,354.05,530.24,393.21,504.5,392.84,528.73,434.27,497.02,433.8
2591,2022-11-10 13:59:46.114546,283,2,514.82,281,518.98,277.69,512.55,277.64,526.31,280.6,0,0,533.99,301.55,506.16,301.91,553.92,320.58,496.75,321.25,531.2,331.86,503.88,334.31,527.71,352.52,508.62,352.87,528.52,392.95,502.88,392.46,526.61,434.87,494.4,433.89
2602,2022-11-10 14:00:07.604371,284,2,513.08,280.66,517.18,277.42,510.79,277.34,524.43,280.54,508.58,280.56,532.54,301.56,504.51,302.01,551.81,319.34,495.14,320.58,530.38,332.1,502.81,334.39,525.42,353.88,507.68,353.67,526.53,392.24,501.24,392.41,525.52,434.93,492.86,435.08
2615,2022-11-10 14:00:31.132460,285,2,513.07,282.29,517.08,278.98,511.01,279.01,524.04,282.21,508.78,282.36,531.87,303.08,504.53,303.6,551.16,320.89,495.48,323.09,530.99,334.92,503.79,337.44,526.43,356.79,507.34,356.83,526.85,394.53,502.02,394.64,525.72,435.17,493.39,435.75
2627,2022-11-10 14:00:55.634810,286,2,512.37,281.92,516.42,278.82,510.44,278.8,523.79,282.23,508.02,282.16,532.37,303.49,503.45,303.74,550.4,321.02,494.72,322.15,530.32,335.03,501.07,335.6,525.21,356.56,506.78,355.89,525.8,394.53,501.42,394.94,524.88,435.24,492.76,435.4
2638,2022-11-10 14:01:22.312432,287,2,511.85,281.37,515.8,278.39,509.74,278.31,522.38,281.62,507.3,281.62,530.82,303.03,503.37,303.21,549.51,319.88,493.81,321.58,529.98,334.53,500.05,335.73,524.79,355.11,506.27,354.51,525.07,394.63,499.99,394.13,524.16,435.69,492.46,435.04
2651,2022-11-10 14:01:48.842411,288,2,511.83,281.35,515.82,278.38,509.73,278.26,522.69,281.68,507.33,281.61,531.22,303.35,503.13,303.26,549.81,320.08,493.99,321.79,530.39,334.39,500.25,335.12,524.77,356.37,506.29,355.66,525.56,394,500.72,393.67,524.11,434.97,492.8,434.75
2665,2022-11-10 14:02:12.443404,289,2,511.34,281.67,515.39,278.54,509.19,278.62,522.28,282.04,506.71,282.24,530.78,303.78,502.62,303.73,549.38,320.85,493.43,322.46,529.76,335.04,500.3,336.74,524.11,357.69,505.62,356.6,525.12,394.67,500.12,393.84,523.88,436.95,492.3,435.31
2680,2022-11-10 14:02:35.882943,290,2,511.23,280.98,515.16,277.92,508.86,278.18,521.98,281.38,506.61,282.02,530.5,303.06,502.36,303.29,549.41,319.8,493.08,322.13,529.24,334.25,500.41,336.18,524.01,355.15,505.83,355.26,525.25,394.17,500.16,393.52,524.14,435.94,492.53,434.68
2694,2022-11-10 14:02:59.355715,291,2,511.53,280.88,515.39,277.86,509.29,278.06,522.24,281.08,507.02,281.68,530.74,302.62,503.12,302.9,549.16,319.69,493.53,321.48,529.29,333.98,500.19,335.72,524.53,354.05,506.45,354.23,525.21,394.2,500.18,393.69,524.02,435.5,492.6,434.92
2708,2022-11-10 14:03:23.010632,292,2,510.54,280.94,514.36,277.74,508.05,278.13,521.27,281.25,505.75,282.13,529.39,302.48,502.06,303.23,548.69,319.51,491.55,322.52,528.55,333.68,499.93,336.77,523.79,354.21,505.43,353.79,524.24,392.95,498.68,393.09,522.1,435.63,490.94,434.74
2724,2022-11-10 14:03:49.879691,293,2,508.26,280.97,512.3,277.93,505.98,278.02,519.3,281.6,503.18,281.44,527.09,302.69,500.21,302.92,546.22,319.09,490.37,322.38,526.68,332.92,497.02,335.34,521.65,354.63,503.23,354.54,522.43,394.08,496.67,393.28,520.39,435.49,488.95,433.85
2738,2022-11-10 14:04:15.687175,294,2,507.65,280.59,511.68,277.42,505.27,277.65,518.62,281.01,502.61,281.02,526.47,301.61,498.99,301.86,546.26,318.29,489.08,321.1,523.31,332.34,495.59,334.85,520.93,354.69,501.62,353.8,521.22,393.55,496.04,392.99,519.77,435.57,488.01,434.62
2751,2022-11-10 14:04:39.373285,295,2,506.96,279.83,510.88,276.61,504.81,276.71,518.36,279.91,0,0,526.22,301.57,499.11,301.47,546.06,317.93,488.45,320.26,523.77,330.92,495.26,333.98,519.8,353.65,501.11,352.94,520.8,391.44,494.73,390.52,518.84,434.3,486.46,433.32
2764,2022-11-10 14:05:02.983911,296,2,506.75,279.04,510.66,275.74,504.33,276.16,518.27,278.97,0,0,526.09,300.96,499.19,301.11,545.66,318.19,488.44,320.29,522.89,330.74,495.6,333.81,519.92,353.94,501.27,353.07,520.8,391.98,495,390.81,519.28,434.2,487.3,433.42
2777,2022-11-10 14:05:27.543644,297,2,507.45,280.09,511.43,276.78,505.14,277.08,518.73,280.17,0,0,526.39,301.71,499.61,301.65,546.24,318.77,489.09,320.88,522.87,332,495.64,334.31,520.68,354.39,501.83,353.44,521.22,392.67,495.77,392.08,519.5,435.01,488.08,434.13
2791,2022-11-10 14:05:52.053891,298,2,507.13,281.02,511.11,277.82,504.89,278.22,518.15,281.33,502.32,281.69,526.16,302.55,498.86,302.69,544.94,319.31,488.52,322.45,522.91,334.38,495.73,335.68,520,354.46,500.67,354.02,521.02,394.44,495.22,393.02,519.09,435.91,487.37,434.76
2803,2022-11-10 14:06:16.714905,299,2,505.61,282.06,509.35,278.85,503.55,279.15,516.55,282.23,501.19,283.04,525.26,303.73,497.78,304.28,543.14,321.35,487.26,323.75,523.8,335.84,496.15,337.43,518.58,355.78,500.53,355.26,519.45,393.86,493.88,392.88,517.82,436.8,486.29,434.76
2818,2022-11-10 14:06:42.469817,300,2,505.01,284.23,509.06,280.93,502.85,281.2,517.07,284.86,0,0,524.83,305.7,496.74,306.35,544.46,324.69,486.75,325.97,523.05,336.8,495.1,340.41,517.84,358.42,498.69,358.5,519.63,397.02,493.65,396.41,517.65,439.75,484.88,439.25
2831,2022-11-10 14:07:08.071101,301,2,505.15,286.43,508.94,283.25,502.95,283.42,516.44,286.23,0,0,524.82,307.57,497.01,307.78,543.34,326.09,486.74,327.84,522.62,338.09,494.86,342.14,517.84,361.08,498.9,360.84,519.54,398.31,493.06,398.14,517.54,441.68,485.29,440.45
2844,2022-11-10 14:07:32.644227,302,2,504.66,288.48,508.48,285.06,502.64,285.4,515.12,288.23,500.16,289.57,524.17,309.96,495,310.65,542.75,328.85,485.82,330.12,522.44,340.03,492.9,342.93,516.69,360.84,498.53,360.99,518.02,399.34,492.19,398.98,517.29,443.31,484.54,442.97
2856,2022-11-10 14:07:57.138938,303,2,503.99,291.61,507.84,288.37,501.96,288.44,514.85,291.63,499.56,292.2,523.66,313.02,494.98,313.56,542.98,332.37,485.68,333.54,521.75,344.05,492.64,347.24,516.67,366.61,498.63,366.24,517.69,404.9,492.3,404.67,516.58,447.45,484.18,446.54
2868,2022-11-10 14:08:19.734786,304,2,503.66,292.98,507.66,289.82,501.46,289.77,514.82,293.15,0,0,523.22,314.28,495.04,314.94,542.3,333.65,485.75,334.57,520.59,345.02,492.25,348.33,516.35,366.65,498.33,367.48,517.75,406.43,492.23,406.51,516.1,448.74,483.85,448.58
2880,2022-11-10 14:08:45.438807,305,2,504.15,292.91,508.24,289.59,501.76,289.6,515.58,292.63,499.33,293.27,523.5,314.33,495.45,315.23,542.9,333.47,486.32,334.47,521.19,345.49,492.7,348.05,516.84,366.58,498.69,367.19,518.17,405.38,492.81,407.09,517.33,448.81,485.1,448.52
2892,2022-11-10 14:09:11.089412,306,2,506.22,295.33,509.96,292.18,503.91,292.39,517.44,295.29,501.14,296.09,525.24,316.86,497.11,317.23,544.94,335.63,487.56,337.32,522.23,347.89,495.25,351.1,518.41,369.51,499.84,369.79,519.65,408.81,494.09,408.5,518.55,451.26,485.79,450.24
2905,2022-11-10 14:09:36.609146,307,2,504.43,296.72,508.34,293.48,502.44,293.49,515.74,296.45,0,0,523.5,318.33,495.81,318.46,543.2,337.3,486.25,338.15,520.71,350.1,493.92,351.06,516.49,369.59,498.62,370.44,518.16,407.82,492.67,410.08,516.2,450.82,483.75,451.47
2920,2022-11-10 14:10:02.129020,308,2,503.37,295.72,507.17,292.52,501.01,292.56,513.9,295.43,498.65,296.36,521.96,317.49,494.29,318.01,541.99,336.7,485.07,337.16,519.75,348.25,491.2,351.16,515.72,369.61,497.58,370.79,517.34,408.69,491.31,410.26,515.71,450.96,482.45,451.4
2932,2022-11-10 14:10:25.584520,309,2,503.34,297.38,507.08,293.76,500.97,294.11,514.03,297.17,498.39,298.07,522.14,319.01,494.25,319.67,541.98,338.16,484.8,338.93,519.71,351.6,491.87,352.87,515.47,372.64,497.05,372.79,517.25,410.99,491.35,411.3,515.22,453.83,483.3,452.66
2944,2022-11-10 14:10:48.008964,310,2,501.97,297.62,506.11,294.63,499.6,294.73,513.12,297.61,497.24,298.77,521.56,318.91,493,319.79,541.14,338.37,483.79,339.22,519.29,351.28,491.61,353.26,514.71,372.73,496.68,372.96,516,411.18,490.17,410.94,514.58,451.72,481.84,451.85
2955,2022-11-10 14:11:11.443917,311,2,503.69,296.73,507.4,293.62,501.56,293.58,514.35,296.5,499.3,297.4,522.4,318.37,494.84,318.76,542.24,337.56,485.69,337.68,519.84,349.16,491.79,351.18,516.12,369.67,498.03,370.32,517.56,408.54,492.41,408.87,516.71,451.35,484.13,451.13
2965,2022-11-10 14:11:35.974781,312,2,506.1,297.9,509.98,294.64,503.9,294.79,517.23,297.88,501.41,298.32,525.97,319.6,498.15,320.05,545.84,337.9,487.81,339.16,523.67,351.55,496.03,352.51,519.05,372.67,500.7,372.68,520.33,410.43,494.4,409.85,519.05,451.82,487,451.18
2976,2022-11-10 14:12:00.478803,313,2,505.79,297.71,509.42,294.57,503.58,294.77,517.04,297.46,0,0,524.88,319.03,497.25,319.39,544.7,338.42,487.21,339.62,523.19,351.36,495.99,352.36,518.13,372.44,499.98,373.28,519.46,410.45,493.47,411.12,518.01,451.01,484.96,451.32
2986,2022-11-10 14:12:24.912771,314,2,504.54,297.58,508.37,294.07,502.39,294.64,515.36,297.34,0,0,523.42,319.05,495.74,319.51,542.96,338.66,486.09,338.83,521.57,350.34,493.59,351.67,516.84,370.75,498.03,372.3,518.09,409.48,492.44,410.44,516.79,450.75,484.74,451.37
2996,2022-11-10 14:12:47.302925,315,2,503.99,297.68,507.74,294.57,501.71,294.83,514.67,297.12,0,0,522.83,319.21,495.11,319.69,542.87,338.93,485.48,338.94,520.83,350.76,492.57,352.23,516.22,371.97,497.7,372.46,517.67,410.47,492.04,409.85,516.29,452.03,484.75,451.11
3007,2022-11-10 14:13:09.732992,316,2,504.33,297.24,508.11,293.77,502.09,294.33,515.17,297.08,499.71,298.07,522.96,319,495.55,319.51,542.77,338.58,486.01,338.76,521.12,350.69,493.77,351.56,516.6,369.86,498.24,371.22,518.34,408.67,492.69,410.1,516.83,450.86,485.01,451.28
3018,2022-11-10 14:13:33.198314,317,2,506.02,296.83,509.84,293.65,503.88,294.13,516.92,296.72,0,0,525.2,317.97,498.08,317.91,544.66,337.39,488.11,338.09,522.86,349.39,494.81,351.07,518.56,367.5,500.52,366.96,519.71,407.08,494.28,406.56,518.35,450.89,485.48,449.8
3029,2022-11-10 14:13:56.790532,318,2,505.81,296.86,509.35,293.9,503.71,294.08,516.65,296.63,0,0,524.47,317.89,497.66,317.64,543.84,337.13,487.67,338.21,522.31,348.97,494.28,350.69,517.43,366.7,499.54,366.29,518.61,406.99,493.8,406.34,518.05,450.61,484.92,450.57
3039,2022-11-10 14:14:19.248610,319,2,504.36,297.35,508.07,293.91,502.23,294.47,515.29,296.81,0,0,523.23,318.26,496.03,318.05,543.11,337.71,486.68,337.56,519.65,349.33,492.04,350.46,516.58,367.37,498.43,368.33,517.86,407.36,492.86,407.75,516.69,450.65,484.11,451.12
3049,2022-11-10 14:14:42.910289,320,2,504.36,295.54,508.06,292.46,502.15,292.59,515.08,295.32,499.82,296.16,523.03,316.81,496.02,317.01,542.93,336.24,486.47,336.69,519.9,347.32,492.2,350.02,516.65,366.08,498.59,366.22,517.71,406.12,492.9,406.18,516.47,449.79,484.38,448.88
3061,2022-11-10 14:15:07.653949,321,2,504.53,295.63,508.34,292.56,502.33,292.76,515.57,295.45,0,0,523.45,317.06,496.35,316.72,543.2,336.15,486.96,336.96,519.95,347.51,492.48,349.97,516.47,365.7,498.77,366.96,518.19,405.94,493.16,406.39,516.95,450.08,484.29,449.33
3075,2022-11-10 14:15:33.417863,322,2,505.14,296.31,508.87,293.09,502.99,293.43,516.23,295.65,0,0,524.14,317.34,496.97,317.11,543.61,336.47,487.19,337.1,520.63,347.81,493.12,349.8,516.82,367.3,498.93,368.1,518.33,405.43,493.48,406.45,517.66,450.75,484.54,450.28
